part_id,unix_timestamp,room
1001,1508586330,Outdoor
1001,1509538031,Livingroom
1001,1510061879,Livingroom
1001,1510926766,Livingroom
1001,1510926778,Bathroom
1001,1512804596,Livingroom
1001,1512804599,Kitchen
1001,1512804635,Livingroom
1001,1512804639,Outdoor
1001,1512804646,Livingroom
1001,1512804650,Livingroom
1001,1512804662,Livingroom
1001,1512804690,Outdoor
1001,1515747765,Bedroom
1001,1515747789,Hall
1001,1515747809,Livingroom
1001,1515747863,Bedroom
1001,1515753422,Bedroom
1001,1515753478,Bedroom
1001,1515753517,Bedroom
1001,1515753629,Hall
1001,1515753673,Livingroom
1001,1515753705,Bedroom
1001,1522249715,Hall
1001,1525061799,Livingroom
1001,1525063666,Kitchen
1001,1525063835,Livingroom
1001,1525064219,Bathroom
1001,1525064322,Bedroom
1001,1525064955,Hall
1001,1525065169,Kitchen
1001,1525065370,Hall
1001,1525065550,Bathroom
1001,1525065782,Kitchen
1001,1525066042,Outdoor
1001,1525066644,Hall
1001,1525066689,Outdoor
1001,1525068869,Hall
1001,1525068873,Outdoor
1001,1525081988,Hall
1001,1525082167,Livingroom
1001,1525082486,Bedroom
1001,1525085888,Kitchen
1001,1525085971,Bedroom
1001,1525087324,Outdoor
1001,1525087554,Kitchen
1001,1525088340,Bathroom
1001,1525088505,Bedroom
1001,1525092047,Kitchen
1001,1525092311,Hall
1001,1525092539,Kitchen
1001,1525092848,Livingroom
1001,1525093129,Kitchen
1001,1525093314,Livingroom
1001,1525093577,Hall
1001,1525096325,Livingroom
1001,1525096686,Hall
1001,1525100016,Bedroom
1001,1525101180,Bathroom
1001,1525101479,Kitchen
1001,1525101919,Hall
1001,1525102116,Bathroom
1001,1525102960,Hall
1001,1525103511,Kitchen
1001,1525104796,Livingroom
1001,1525104950,Kitchen
1001,1525105378,Hall
1001,1525106122,Bathroom
1001,1525106550,Kitchen
1001,1525106674,Livingroom
1001,1525106851,Kitchen
1001,1525107140,Livingroom
1001,1525107527,Kitchen
1001,1525107733,Livingroom
1001,1525110504,Kitchen
1001,1525110629,Livingroom
1001,1525111206,Hall
1001,1525111426,Livingroom
1001,1525113510,Hall
1001,1525115389,Livingroom
1001,1525116416,Hall
1001,1525117895,Livingroom
1001,1525118676,Hall
1001,1525121566,Livingroom
1001,1525121867,Hall
1001,1525123037,Livingroom
1001,1525123622,Hall
1001,1525141368,Livingroom
1001,1525144778,Hall
1001,1525145118,Bathroom
1001,1525145216,Kitchen
1001,1525147494,Hall
1001,1525149212,Kitchen
1001,1525149401,Hall
1001,1525149940,Bathroom
1001,1525150466,Bedroom
1001,1525151528,Hall
1001,1525152870,Kitchen
1001,1525153327,Bathroom
1001,1525153416,Kitchen
1001,1525153638,Hall
1001,1525153789,Bathroom
1001,1525153874,Bedroom
1001,1525153962,Hall
1001,1525155637,Bathroom
1001,1525155926,Livingroom
1001,1525156064,Kitchen
1001,1525159165,Livingroom
1001,1525159299,Kitchen
1001,1525160163,Livingroom
1001,1525160998,Kitchen
1001,1525161729,Livingroom
1001,1525161903,Bedroom
1001,1525162299,Livingroom
1001,1525162628,Bedroom
1001,1525163249,Livingroom
1001,1525168265,Bedroom
1001,1525168408,Bathroom
1001,1525168792,Bedroom
1001,1525168903,Kitchen
1001,1525169842,Outdoor
1001,1525170274,Kitchen
1001,1525170542,Bedroom
1001,1525170670,Livingroom
1001,1525171251,Hall
1001,1525174698,Livingroom
1001,1525174814,Hall
1001,1525175149,Kitchen
1001,1525175263,Bathroom
1001,1525175372,Hall
1001,1525176876,Livingroom
1001,1525180100,Outdoor
1001,1525180313,Kitchen
1001,1525180596,Livingroom
1001,1525182755,Bedroom
1001,1525183781,Kitchen
1001,1525184104,Livingroom
1001,1525186101,Bathroom
1001,1525186337,Kitchen
1001,1525186492,Livingroom
1001,1525188546,Kitchen
1001,1525188883,Livingroom
1001,1525192226,Kitchen
1001,1525192416,Livingroom
1001,1525192613,Kitchen
1003,1504507656,Kitchen
1003,1504507663,Outdoor
1003,1506151908,Bathroom
1003,1506158237,Bathroom
1003,1506158311,Outdoor
1003,1506158327,Bathroom
1003,1506319122,Outdoor
1003,1506348601,Bathroom
1003,1506348608,Livingroom
1003,1506429109,Bathroom
1003,1506429114,Livingroom
1003,1506429129,Hall
1003,1506429151,Livingroom
1003,1506431781,Bathroom
1003,1506431782,Livingroom
1003,1506603921,Livingroom
1003,1506603949,Bathroom
1003,1506603967,Livingroom
1003,1506603998,Bathroom
1003,1506604005,Livingroom
1003,1506604017,Hall
1003,1506604039,Kitchen
1003,1506604056,Hall
1003,1506604062,Livingroom
1003,1506604140,Hall
1003,1506604212,Livingroom
1003,1506604224,Bathroom
1003,1506604253,Livingroom
1003,1506604265,Hall
1003,1506604286,Livingroom
1003,1506605227,Hall
1003,1506605247,Livingroom
1003,1506606731,Livingroom
1003,1506606747,Hall
1003,1506606762,Kitchen
1003,1506606778,Livingroom
1003,1506606801,Livingroom
1003,1506606822,Bathroom
1003,1506606851,Livingroom
1003,1506656051,Livingroom
1003,1506656063,Hall
1003,1506656074,Kitchen
1003,1506656098,Livingroom
1003,1506656119,Livingroom
1003,1506656129,Bathroom
1003,1506656146,Livingroom
1003,1506663208,Livingroom
1003,1506663233,Livingroom
1003,1506663258,Kitchen
1003,1506668092,Outdoor
1003,1506669443,Livingroom
1003,1506669444,Livingroom
1005,1527742544,Livingroom
1005,1527742627,Livingroom
1005,1527743592,Hall
1005,1527743827,Livingroom
1005,1527744740,Livingroom
1005,1527744938,Livingroom
1005,1527745654,Livingroom
1005,1527748296,Livingroom
1005,1527748457,Livingroom
1005,1527748657,Hall
1005,1527748835,Livingroom
1005,1527749079,Hall
1005,1527749182,Livingroom
1005,1527749432,Livingroom
1005,1527749452,Livingroom
1005,1527752157,Hall
1005,1527752242,Livingroom
1005,1527752827,Outdoor
1005,1527752842,Livingroom
1005,1527753073,Outdoor
1005,1527753136,Hall
1005,1527753529,Livingroom
1005,1527755043,Outdoor
1005,1527755053,Livingroom
1005,1527755395,Outdoor
1005,1527755400,Livingroom
1005,1527755538,Outdoor
1005,1527755592,Livingroom
1005,1527755638,Livingroom
1005,1527755652,Livingroom
1005,1527755709,Outdoor
1005,1527756407,Livingroom
1005,1527756465,Outdoor
1005,1527756633,Livingroom
1005,1527756675,Outdoor
1005,1527759935,Livingroom
1005,1527765205,Hall
1005,1527765436,Livingroom
1005,1527765781,Livingroom
1005,1527765941,Livingroom
1005,1527765985,Outdoor
1005,1527766066,Livingroom
1005,1527766565,Outdoor
1005,1527766579,Hall
1005,1527766724,Outdoor
1005,1527766990,Hall
1005,1527767037,Outdoor
1005,1527767102,Hall
1005,1527767291,Livingroom
1005,1527768186,Outdoor
1005,1527768227,Livingroom
1005,1527773423,Hall
1005,1527774114,Outdoor
1005,1527774284,Hall
1005,1527774328,Outdoor
1005,1527774418,Hall
1005,1527774482,Outdoor
1005,1527775863,Hall
1005,1527775967,Hall
1005,1527776753,Hall
1005,1527780165,Livingroom
1005,1527780298,Hall
1005,1527780735,Hall
1005,1527780754,Hall
1005,1527781294,Livingroom
1005,1527786820,Hall
1005,1527815299,Livingroom
1005,1527820763,Hall
1005,1527822603,Livingroom
1005,1527822833,Hall
1005,1527824622,Livingroom
1005,1527824993,Hall
1005,1527825227,Livingroom
1005,1527825319,Livingroom
1005,1527825392,Livingroom
1005,1527825508,Livingroom
1005,1527825704,Hall
1005,1527828285,Livingroom
1005,1527828533,Hall
1005,1527846484,Livingroom
1005,1527847758,Livingroom
1005,1527847789,Livingroom
1005,1527851239,Livingroom
1005,1527851375,Livingroom
1005,1527851895,Livingroom
1005,1527851955,Livingroom
1005,1527852606,Livingroom
1005,1527853066,Livingroom
1005,1527854257,Livingroom
1005,1527854317,Livingroom
1005,1527854797,Livingroom
1005,1527854878,Livingroom
1005,1527855191,Livingroom
1005,1528290394,Livingroom
1005,1528290434,Outdoor
1006,1525071485,Livingroom
1006,1525071593,Kitchen
1006,1525071807,Hall
1006,1525071890,Kitchen
1006,1525073250,Livingroom
1006,1525074395,Kitchen
1006,1525076471,Bedroom
1006,1525076616,Bathroom
1006,1525076897,Bedroom
1006,1525081588,Kitchen
1006,1525083692,Livingroom
1006,1525083774,Kitchen
1006,1525085306,Livingroom
1006,1525085546,Kitchen
1006,1525086810,Livingroom
1006,1525087166,Kitchen
1006,1525087552,Livingroom
1006,1525089411,Kitchen
1006,1525091103,Livingroom
1006,1525091301,Kitchen
1006,1525092107,Bedroom
1006,1525092171,Kitchen
1006,1525092597,Bedroom
1006,1525093072,Bathroom
1006,1525093154,Kitchen
1006,1525093691,Livingroom
1006,1525094024,Livingroom
1006,1525094028,Livingroom
1006,1525094354,Kitchen
1006,1525094415,Livingroom
1006,1525094654,Bedroom
1006,1525094852,Kitchen
1006,1525094968,Livingroom
1006,1525095089,Kitchen
1006,1525095543,Livingroom
1006,1525095707,Outdoor
1006,1525096205,Bedroom
1006,1525096274,Outdoor
1006,1525096294,Bedroom
1006,1525096437,Outdoor
1006,1525096516,Bedroom
1006,1525096750,Bedroom
1006,1525096791,Bedroom
1006,1525097061,Kitchen
1006,1525097242,Outdoor
1006,1525097275,Kitchen
1006,1525097621,Bedroom
1006,1525097933,Livingroom
1006,1525098036,Outdoor
1006,1525098390,Livingroom
1006,1525098436,Outdoor
1006,1525098476,Livingroom
1006,1525098761,Outdoor
1006,1525099181,Bedroom
1006,1525099270,Kitchen
1006,1525099405,Outdoor
1006,1525099610,Kitchen
1006,1525099726,Outdoor
1006,1525101223,Livingroom
1006,1525101298,Kitchen
1006,1525103278,Bathroom
1006,1525103420,Kitchen
1006,1525103976,Bedroom
1006,1525104292,Livingroom
1006,1525106035,Kitchen
1006,1525106191,Livingroom
1006,1525107027,Kitchen
1006,1525146059,Bedroom
1006,1525146237,Bathroom
1006,1525146532,Kitchen
1006,1525146889,Hall
1006,1525147212,Kitchen
1006,1525147538,Bedroom
1006,1525147630,Kitchen
1006,1525147734,Bathroom
1006,1525147872,Kitchen
1006,1525148412,Outdoor
1006,1525153121,Hall
1006,1525153266,Kitchen
1006,1525156233,Outdoor
1006,1525156327,Kitchen
1006,1525156838,Bedroom
1006,1525157323,Kitchen
1006,1525157997,Hall
1006,1525158088,Kitchen
1006,1525160681,Bathroom
1006,1525160868,Kitchen
1006,1525161518,Livingroom
1006,1525161695,Kitchen
1006,1525161812,Livingroom
1006,1525162069,Bedroom
1006,1525162273,Bathroom
1006,1525191630,Livingroom
1007,1525071094,Livingroom
1007,1525071206,Kitchen
1007,1525077043,Bedroom
1007,1525077241,Kitchen
1007,1525077683,Bedroom
1007,1525078299,Kitchen
1007,1525078879,Livingroom
1007,1525080600,Kitchen
1007,1525081034,Livingroom
1007,1525081245,Kitchen
1007,1525081365,Livingroom
1007,1525081439,Kitchen
1007,1525081620,Bathroom
1007,1525081805,Bedroom
1007,1525091489,Kitchen
1007,1525092019,Bedroom
1007,1525092178,Kitchen
1007,1525092578,Hall
1007,1525092660,Kitchen
1007,1525092914,Livingroom
1007,1525093586,Kitchen
1007,1525093835,Livingroom
1007,1525095400,Outdoor
1007,1525096764,Bedroom
1007,1525097120,Kitchen
1007,1525097454,Outdoor
1007,1525100887,Hall
1007,1525100961,Kitchen
1007,1525103515,Bedroom
1007,1525103712,Kitchen
1007,1525103934,Outdoor
1007,1525105248,Kitchen
1007,1525145117,Outdoor
1007,1525145136,Kitchen
1007,1525146873,Hall
1007,1525146963,Kitchen
1007,1525148373,Livingroom
1007,1525148521,Bathroom
1007,1525148761,Kitchen
1007,1525148887,Outdoor
1007,1525149122,Kitchen
1007,1525150192,Bedroom
1007,1525152186,Kitchen
1007,1525153808,Outdoor
1007,1525154227,Kitchen
1007,1525154959,Bathroom
1007,1525155109,Bedroom
1007,1525155531,Outdoor
1007,1525156772,Kitchen
1007,1525157177,Livingroom
1007,1525157322,Kitchen
1007,1525158037,Livingroom
1007,1525158394,Kitchen
1007,1525160863,Hall
1007,1525161065,Livingroom
1007,1525161327,Kitchen
1007,1525161569,Livingroom
1007,1525162320,Kitchen
1007,1525170088,Bathroom
1007,1525170189,Kitchen
1007,1525170711,Livingroom
1007,1525171381,Hall
1007,1525171478,Kitchen
1007,1525172249,Livingroom
1007,1525172526,Kitchen
1007,1525175041,Bathroom
1007,1525175151,Bedroom
1007,1525175259,Bathroom
1007,1525175517,Bedroom
1007,1525175784,Hall
1007,1525176026,Bedroom
1007,1525179898,Kitchen
1007,1525180271,Bathroom
1007,1525180460,Livingroom
1007,1525185456,Hall
1007,1525185552,Livingroom
1007,1525191860,Livingroom
1007,1525680827,Livingroom
1007,1525680835,Kitchen
1022,1525783735,Livingroom
1022,1525783891,Hall
1022,1525784362,Kitchen
1022,1525784677,Livingroom
1022,1525784951,Bedroom
1022,1525789004,Hall
1022,1525792353,Kitchen
1022,1525792800,Livingroom
1022,1525832395,Kitchen
1022,1525832713,Livingroom
1022,1525876509,Kitchen
1022,1525876991,Livingroom
1023,1525191790,Outdoor
1023,1525784074,Livingroom
1023,1525784478,Hall
1023,1525784559,Livingroom
1023,1525784651,Hall
1023,1525784893,Livingroom
1023,1525785288,Hall
1023,1525785908,Livingroom
1023,1525786420,Hall
1023,1525786934,Livingroom
1023,1525787055,Hall
1023,1525787972,Kitchen
1023,1525791498,Livingroom
1023,1525792112,Hall
1023,1525792430,Kitchen
1023,1525792528,Livingroom
1023,1525792682,Kitchen
1023,1525794065,Livingroom
1023,1525794546,Kitchen
1023,1525796025,Livingroom
1023,1525832400,Kitchen
1023,1525832514,Livingroom
1023,1525832561,Kitchen
1023,1525832731,Livingroom
1023,1525832781,Kitchen
1023,1525878901,Livingroom
1030,1529303971,Kitchen
1030,1529304630,Livingroom
1030,1529305250,Kitchen
1030,1529305462,Livingroom
1030,1529306998,Kitchen
1030,1529307174,Livingroom
1030,1529307307,Hall
1030,1529307405,Kitchen
1030,1529307489,Livingroom
1030,1529307676,Kitchen
1030,1529308307,Livingroom
1030,1529308513,Kitchen
1030,1529308578,Livingroom
1030,1529309122,Kitchen
1030,1529309705,Livingroom
1030,1529309912,Kitchen
1030,1529310412,Livingroom
1030,1529311105,Kitchen
1030,1529311363,Livingroom
1030,1529311450,Kitchen
1030,1529311599,Livingroom
1030,1529311832,Kitchen
1030,1529312173,Livingroom
1030,1529312399,Hall
1030,1529312492,Livingroom
1030,1529312582,Hall
1030,1529312714,Livingroom
1030,1529312888,Kitchen
1030,1529313794,Livingroom
1030,1529314459,Bedroom
1030,1529319588,Outdoor
1030,1529330701,Livingroom
1030,1529330812,Bedroom
1030,1529331006,Livingroom
1030,1529332731,Kitchen
1030,1529332979,Livingroom
1030,1529334476,Kitchen
1030,1529335474,Livingroom
1030,1529335812,Kitchen
1030,1529336224,Livingroom
1030,1529337011,Kitchen
1030,1529337359,Hall
1030,1529337504,Kitchen
1030,1529337915,Livingroom
1030,1529338048,Kitchen
1030,1529338329,Livingroom
1030,1529338884,Kitchen
1030,1529339207,Livingroom
1030,1529341164,Bedroom
1030,1529341689,Livingroom
1030,1529347281,Bedroom
1030,1529348686,Livingroom
1030,1529350811,Hall
1030,1529351956,Livingroom
1030,1529352564,Hall
1030,1529352831,Livingroom
1030,1529356072,Bedroom
1030,1529357957,Livingroom
1030,1529359453,Bedroom
1030,1529361509,Livingroom
1030,1529362267,Hall
1030,1529362654,Livingroom
1030,1529364513,Hall
1030,1529364593,Livingroom
1030,1529365507,Hall
1030,1529365593,Livingroom
1030,1529367725,Hall
1030,1529367800,Livingroom
1030,1529370269,Bedroom
1030,1529371018,Livingroom
1030,1529371328,Hall
1030,1529371518,Livingroom
1030,1529372048,Kitchen
1030,1529372329,Bedroom
1030,1529372419,Kitchen
1030,1529372850,Livingroom
1030,1529373321,Kitchen
1030,1529373456,Livingroom
1030,1529373880,Bedroom
1030,1529374351,Kitchen
1030,1529374455,Livingroom
1030,1529374859,Hall
1030,1529375215,Bedroom
1030,1529375334,Hall
1030,1529375524,Kitchen
1030,1529375931,Livingroom
1030,1529376199,Kitchen
1030,1529379460,Livingroom
1030,1529380390,Outdoor
1035,1505886075,Kitchen
1035,1505886146,Kitchen
1035,1505886235,Kitchen
1035,1505887377,Kitchen
1035,1505914346,Hall
1035,1505914350,Bathroom
1035,1505914368,Hall
1035,1505914383,Hall
1035,1505918448,Hall
1035,1505965836,Hall
1035,1505965894,Bathroom
1035,1505965966,Hall
1035,1505966006,Hall
1035,1505966017,Hall
1035,1505966591,Bathroom
1035,1505966598,Bathroom
1035,1505966706,Bathroom
1035,1505966730,Hall
1035,1505966747,Bathroom
1035,1505966759,Hall
1035,1505969557,Hall
1035,1505970083,Bathroom
1035,1505971213,Bathroom
1035,1505971232,Bathroom
1035,1505971258,Bathroom
1035,1505971265,Bathroom
1035,1505971297,Bathroom
1035,1505971324,Bathroom
1035,1505971407,Bathroom
1035,1505971440,Bathroom
1035,1505971476,Bathroom
1035,1505971485,Bathroom
1035,1505971504,Bathroom
1035,1505971517,Bathroom
1035,1505971546,Bathroom
1035,1505971584,Hall
1035,1505971978,Hall
1035,1505972109,Bathroom
1035,1505972137,Hall
1035,1505972720,Hall
1035,1505972739,Bathroom
1035,1505972889,Hall
1035,1505973183,Hall
1035,1505973217,Hall
1035,1505973286,Hall
1035,1505973390,Hall
1035,1505973423,Hall
1035,1505973493,Outdoor
1035,1505977759,Outdoor
1035,1505977846,Hall
1035,1505977867,Hall
1035,1505977878,Hall
1035,1505977938,Hall
1035,1505977952,Bathroom
1035,1505979349,Hall
1035,1506314673,Outdoor
1035,1506337477,Kitchen
1035,1506337483,Livingroom
1035,1506337485,Hall
1035,1506337486,Bathroom
1035,1506337491,Hall
1035,1506337497,Livingroom
1035,1506337502,Livingroom
1035,1506435657,Kitchen
1035,1506435658,Livingroom
1035,1506435659,Livingroom
1035,1506435666,Hall
1035,1506435674,Livingroom
